#position,date,temperatur(degree celsius),datafoldername
0686407070,2015-04-07 20:36:42,26.06,3102
0686407038,2015-04-07 20:36:52,26.06,3103
0686407005,2015-04-07 20:37:02,26.06,3104
0686406973,2015-04-07 20:37:12,26.06,3105
0686406941,2015-04-07 20:37:22,26.06,3106
0686406909,2015-04-07 20:37:32,26.06,3107
0686406877,2015-04-07 20:37:42,26.06,3108
0686406845,2015-04-07 20:37:52,26.06,3109
0686406813,2015-04-07 20:38:02,26.06,3110
0686406781,2015-04-07 20:38:13,26.06,3111
0686406749,2015-04-07 20:38:23,26.06,3112
0686406717,2015-04-07 20:38:33,26.06,3113
0686406685,2015-04-07 20:38:43,26.06,3114
0686406653,2015-04-07 20:38:53,26.06,3115
0686406621,2015-04-07 20:39:03,26.06,3116
0686406589,2015-04-07 20:39:13,26.06,3117
0689606557,2015-04-07 20:39:23,26.06,3118
0689606589,2015-04-07 20:39:33,26.06,3119
0689606621,2015-04-07 20:39:43,26.06,3120
0689606653,2015-04-07 20:39:53,26.06,3121
0689606685,2015-04-07 20:40:04,26.06,3122
0689606717,2015-04-07 20:40:14,26.06,3123
0689606749,2015-04-07 20:40:24,26.06,3124
0689606781,2015-04-07 20:40:34,26.12,3125
0689606813,2015-04-07 20:40:44,26.12,3126
0689606845,2015-04-07 20:40:54,26.06,3127
0689606877,2015-04-07 20:41:04,26.06,3128
0689606909,2015-04-07 20:41:14,26.06,3129
0689606941,2015-04-07 20:41:24,26.12,3130
0689606973,2015-04-07 20:41:34,26.12,3131
0689607005,2015-04-07 20:41:45,26.06,3132
0689607038,2015-04-07 20:41:55,26.06,3133
0689607070,2015-04-07 20:42:05,26.06,3134
0689607102,2015-04-07 20:42:15,26.12,3135
0689607134,2015-04-07 20:42:25,26.06,3136
0689607166,2015-04-07 20:42:35,26.06,3137
0689607198,2015-04-07 20:42:45,26.06,3138
0689607230,2015-04-07 20:42:55,26.06,3139
0689607262,2015-04-07 20:43:05,26.06,3140
0689607294,2015-04-07 20:43:15,26.06,3141
0689607326,2015-04-07 20:43:25,26.12,3142
0689607358,2015-04-07 20:43:36,26.06,3143
0689607390,2015-04-07 20:43:46,26.06,3144
0689607422,2015-04-07 20:43:56,26.06,314
